HRV,SDSD,SDNN,RMSSD,PNN50,TINN,HTI,APEN,SD1,SD2,SDRatio,PLF,PHF,LFHFRatio,VLF,LF,HF,Class
0.9080522017045455,0.06351525185239144,5.6426704696788335,0.9188945864375506,1.0,0.015625,5.0,-0.033885553625984,0.04491206529359744,7.6004143257057954,0.005720594750139972,80.76252545369775,19.237474546302245,4.198197465906354,2.355131805654673,0.09064037629155441,0.021663911332769237,GSVT
1.0726996527777777,0.18084231043619073,5.910351408016936,1.0878499097071974,1.0,0.015625,5.0,0.12824628159677554,0.12787482403487313,7.923999001273834,0.01613751676853945,82.00005905862224,17.999940941377755,4.555573787363773,2.59222054534985,0.129439167341046,0.02841598008468793,AFIB
1.9809027777777777,0.5306271262020952,5.876639305920333,2.0506072181448203,1.0,0.015625,3.0,-0.11778303565638382,0.3752100392190316,7.544862694403792,0.04972748913402708,79.53370778419182,20.466292215808192,3.886082887434049,2.608582361882795,0.18117264695942126,0.046685747447912096,AFIB
0.5195951081539075,0.42062651287494685,5.479226889440259,0.6887561312960142,1.0,0.015625,9.5,-0.015702035084288468,0.2974278596007255,7.532173147599246,0.039432768279182726,81.80500793826099,18.194992061739022,4.496252731652753,2.7435890206915143,0.07046765131081179,0.014769568732231342,GSVT
1.3267299107142858,0.32717553496189977,5.8042150028061394,1.366546206399128,1.0,0.015625,4.0,0.024913053640555738,0.23134803940989557,7.675482642596659,0.03014209060924397,81.62784749640107,18.372152503598926,4.443020352719458,3.3016045441833706,0.20489723131601245,0.04611246824757265,AFIB
1.1513671875,0.0033799687821383737,5.640783212108371,1.151493696761966,1.0,0.015625,4.0,-0.06453852113757108,0.0023899988460490467,7.5063337244217365,0.0003183973029071694,81.83209727891344,18.16790272108656,4.504212651025211,2.912594507721207,0.148940281432846,0.033091533561941056,GSVT
0.5443638392857143,0.0018874480496972954,5.655563790056538,0.544368255617359,1.0,0.015625,9.0,-0.02775397523446177,0.0013346273150785055,7.7758336801574774,0.0001716363754296437,81.48149516294092,18.518504837059076,4.400003993236837,2.8726784948241955,0.07237529674028909,0.01645404261731831,GSVT
1.746484375,0.2080491632900818,5.666118813329538,1.7588343384120797,1.0,0.015625,4.0,-0.10536051565782634,0.14711297418260416,7.3370827182995075,0.020050388561783906,74.53694412667654,25.463055873323455,2.9272595279034648,2.4385253736116965,0.14499894146864145,0.04953399584445761,SA
1.4612379807692308,0.1194784115911152,6.002428251124984,1.4660892141165076,1.0,0.015625,4.0,-0.08004270767353594,0.08448399504147522,7.91475824816486,0.010673986645577442,80.32955175643312,19.67044824356688,4.083768245628411,3.582711866270217,0.20799060929882596,0.05094543611557811,SA
2.1162109375,0.04600220981763233,5.643520090505818,2.1168388258243205,1.0,0.015625,2.5,-0.12565721414045306,0.03252847451161407,7.289370850640932,0.004742543370397751,79.3172112871527,20.682788712847294,3.8349554716694985,2.5365767226459033,0.19425005827632624,0.05247778539147707,SB
2.0238715277777777,0.03162450466727937,5.8042920837617435,2.024110633822466,1.0,0.015625,3.0,-0.11778303565638382,0.022361901701899174,7.3750398588779955,0.0030325954346163255,75.33072663956827,24.66927336043172,3.053625683506665,2.4175061705092586,0.1507324433861399,0.04937476138994823,SB
2.0967881944444446,0.043877610958680945,6.031726991440144,2.097247237953846,1.0,0.015625,3.0,-0.11778303565638382,0.03102615625114889,7.672386720001687,0.004043559617512527,75.9192325840025,24.080767415997506,3.1526915763310472,2.4388729565789085,0.161363792410824,0.051194830139194014,SB
0.8008661684782609,0.14377203889954576,5.477852167499504,0.811503229505255,1.0,0.015625,6.0,0.025329424153721414,0.10166218365088478,7.408530367777077,0.013731692185744746,78.58793901281607,21.412060987183946,3.671626597425705,2.1629512793794357,0.07369175202114175,0.020856982364849452,AFIB
2.091796875,0.029411587406419124,6.022790583580096,2.092003230626151,1.0,0.015625,3.0,-0.11778303565638382,0.020797132900540236,7.663626081462965,0.002714102777586464,75.09844565613761,24.901554343862387,3.015813578968193,2.4118348921382364,0.15052686587588338,0.04991252379862465,SB
1.2845552884615385,0.18430619359574393,5.231955849928795,1.2976888483959463,1.0,0.015625,4.0,-0.08004270767353594,0.13032415930623145,6.882670873333632,0.018933958082187455,85.63968877574031,14.360311224259691,5.9645392649800275,1.8908723541763686,0.1230501236992011,0.020632650250667517,AFIB
2.4559151785714284,0.02502844776188623,5.6334243420956,2.456046727434874,1.0,0.015625,2.0,-0.15415067982725872,0.01769778513500323,6.957847061392695,0.002543541812663772,76.83255341433266,23.167446585667328,3.3164015385834444,3.1647955419458365,0.30168414278467015,0.09098225230588874,SB
1.124755859375,0.004554384303266023,5.508849405363431,1.1247638878474726,1.0,0.015625,4.0,-0.06453852113757108,0.0032204360249694516,7.330478489566446,0.0004393303562799176,81.91410956963338,18.08589043036661,4.5291747062485435,2.940298523388993,0.15057448331773093,0.03325117338714656,GSVT
1.12158203125,0.009535537368331543,5.497259983256093,1.1216218880662574,1.0,0.015625,4.0,-0.06453852113757108,0.006742643135404442,7.316042877314317,0.0009216470493292096,80.91447409010247,19.085525909897534,4.239572673371286,3.0273933807457345,0.15373418713028153,0.03626307216122493,GSVT
1.5579427083333335,0.3494938012371383,6.006987120110487,1.5989407765703687,1.0,0.015625,3.0,-0.08701137698962969,0.24712943683744387,7.896333863050685,0.031297478231569795,82.68887905000753,17.31112094999247,4.7913337703732966,1.7723070137556909,0.1944738157657565,0.04151686911395358,AFIB
